rp_id,label,floor,wing,orientation,survey_date,n_readings,n_anchors_seen,vector
45,"Couloir vers USIC (unité de soin intensifs cardiaques), devant la porte",E2,B,NORD,2026-04-08,528,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.52777862548828, -100.0, -100.0, -100.0, -100.0, -100.0, -87.02702331542969, -88.89189147949219, -100.0, -100.0, -100.0, -100.0, -91.85713958740234, -100.0, -100.0, -100.0, -90.39130401611328, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.66666412353516, -92.63636016845703, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -83.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.25926208496094, -100.0, -100.0, -90.91666412353516, -84.92500305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -70.31707000732422, -82.62162017822266, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -87.9189224243164, -100.0, -100.0, -72.09756469726562, -100.0, -100.0, -100.0, -100.0, -100.0, -85.62162017822266, -100.0, -100.0, -100.0, -100.0, -91.125, -100.0, -100.0, -93.875]"
46,"Couloir USCI vers les chambres U1 - U2, U3 et STOCK",E2,B,NORD,2026-04-08,514,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.16666412353516, -100.0, -100.0, -100.0, -100.0, -93.5999984741211, -100.0, -100.0, -93.33333587646484, -100.0, -100.0, -92.35294342041016, -74.125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.6500015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.38710021972656, -100.0, -100.0, -87.9142837524414, -100.0, -84.32499694824219, -100.0, -100.0, -94.83333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -98.0, -96.5, -100.0, -100.0, -85.10526275634766, -91.84615325927734, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.32499694824219, -76.7750015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.80000305175781, -100.0, -77.8499984741211, -100.0, -100.0, -57.20000076293945, -100.0, -100.0, -100.0, -93.88888549804688, -100.0, -91.0, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0]"
47,"Intersection des chambre U4, U5-U6 et chambre infrmiers USCI",E2,B,NORD,2026-04-08,586,22,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5, -100.0, -89.91666412353516, -100.0, -100.0, -100.0, -100.0, -94.5, -100.0, -100.0, -87.61363983154297, -100.0, -100.0, -100.0, -64.39130401611328, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -87.4102554321289, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -75.04444122314453, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.36842346191406, -100.0, -100.0, -82.5999984741211, -100.0, -91.0, -100.0, -100.0, -96.33333587646484, -100.0, -100.0, -100.0, -94.11764526367188, -100.0, -94.18181610107422, -100.0, -100.0, -100.0, -100.0, -75.93333435058594, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.96428680419922, -74.47826385498047, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.5227279663086, -100.0, -100.0, -72.28260803222656, -100.0, -100.0, -100.0, -91.87096405029297, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0]"
48,Près de chambre U7-U8 et LOCAL SALE,E2,B,NORD,2026-04-08,610,23,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -84.82499694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.16666412353516, -100.0, -100.0, -97.0, -59.70833206176758, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.89361572265625, -100.0, -100.0, -96.4000015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -82.1276626586914, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -94.44444274902344, -100.0, -72.83333587646484, -100.0, -92.19047546386719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -91.5999984741211, -100.0, -100.0, -100.0, -100.0, -68.5625, -95.66666412353516, -94.38888549804688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.69999694824219, -81.08333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.82608795166016, -100.0, -100.0, -78.41666412353516, -100.0, -96.0, -100.0, -92.66666412353516, -100.0, -100.0, -100.0, -91.55555725097656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
49,Prés de chambre R1 et R2,E2,B,NORD,2026-04-08,579,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -75.46939086914062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -72.65306091308594, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -82.10204315185547, -100.0, -100.0, -88.88095092773438, -100.0, -100.0, -100.0, -100.0, -100.0, -92.76923370361328, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.57142639160156, -100.0, -68.2040786743164, -100.0, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -83.4565200805664, -100.0, -100.0, -100.0, -100.0, -63.38775634765625, -100.0, -89.95454406738281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.5, -90.80952453613281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.66666412353516, -100.0, -100.0, -88.85416412353516, -100.0, -94.91666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -91.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
50,Près de chambre R7 et R8,E2,B,NORD,2026-04-08,471,15,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -81.82221984863281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -74.45454406738281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.80000305175781, -84.69767761230469, -100.0, -100.0, -91.58333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -95.9000015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.19999694824219, -100.0, -72.19999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.0, -100.0, -88.47618865966797, -100.0, -100.0, -100.0, -100.0, -66.04444122314453, -100.0, -88.1891860961914, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.0, -94.10713958740234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
51,"Près de chambre R5, R6 et escalier 2",E2,B,NORD,2026-04-08,510,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.97618865966797, -100.0, -100.0, -100.0, -91.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.39534759521484, -100.0, -100.0, -100.0, -93.32432556152344, -100.0, -100.0, -95.19999694824219, -93.80000305175781, -100.0, -100.0, -80.93181610107422, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -77.93181610107422, -100.0, -60.09090805053711, -96.0, -100.0, -100.0, -94.375, -100.0, -95.36363983154297, -94.4800033569336, -100.0, -100.0, -100.0, -93.5, -100.0, -100.0, -100.0, -100.0, -72.40908813476562, -100.0, -83.45454406738281, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.61538696289062, -100.0, -100.0, -100.0, -100.0, -95.75, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.94444274902344, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
52,Près de chambre R3 et R4,E2,B,NORD,2026-04-08,405,21,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.80000305175781, -100.0, -100.0, -100.0, -87.88235473632812, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.84375, -100.0, -100.0, -100.0, -89.24137878417969, -100.0, -100.0, -100.0, -94.66666412353516, -100.0, -100.0, -81.9375, -100.0, -100.0, -100.0, -100.0, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -71.14286041259766, -100.0, -60.11428451538086, -95.71428680419922, -100.0, -100.0, -95.0, -100.0, -93.78260803222656, -94.0434799194336, -100.0, -100.0, -96.0, -94.73332977294922, -100.0, -100.0, -100.0, -100.0, -81.9142837524414, -100.0, -89.375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.68000030517578, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.80000305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
53,Dans la chambre STOCK,E2,B,NORD,2026-04-08,553,18,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.45714569091797, -100.0, -100.0, -100.0, -78.88372039794922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.44186401367188, -100.0, -100.0, -100.0, -82.56521606445312, -100.0, -100.0, -100.0, -97.0, -100.0, -100.0, -85.95555877685547, -100.0, -100.0, -100.0, -100.0, -92.8787841796875, -94.4000015258789, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -67.5434799194336, -100.0, -73.73912811279297, -94.17646789550781, -100.0, -100.0, -100.0, -100.0, -91.38888549804688, -91.80952453613281, -100.0, -100.0, -96.80000305175781, -92.20587921142578, -100.0, -100.0, -100.0, -100.0, -79.56521606445312, -100.0, -94.69230651855469, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.02857208251953, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
55,"Couloir prés de réserve AIRVO chauffantes et chariots d'isolement, porte de STOCK et local électrique TD1A2",E2,B,NORD,2026-04-08,479,18,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.7249984741211, -100.0, -100.0, -100.0, -79.06818389892578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.4800033569336, -100.0, -100.0, -100.0, -79.18181610107422, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.47058868408203, -100.0, -100.0, -100.0, -100.0, -94.40740966796875, -97.25, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.2272720336914, -100.0, -86.7750015258789, -95.5, -100.0, -100.0, -100.0, -100.0, -89.97368621826172, -83.44186401367188, -100.0, -100.0, -100.0, -89.0, -100.0, -100.0, -100.0, -100.0, -91.56410217285156, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -98.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.42308044433594, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.74193572998047, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
56,Dans la salle STOCK 2,E2,B,NORD,2026-04-08,402,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.44999694824219, -100.0, -100.0, -100.0, -87.1025619506836, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.5999984741211, -100.0, -100.0, -100.0, -73.1219482421875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.19999694824219, -100.0, -100.0, -100.0, -100.0, -91.88888549804688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -74.80487823486328, -100.0, -92.76470947265625, -91.0, -100.0, -100.0, -100.0, -100.0, -84.97435760498047, -79.65853881835938, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.33333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.9259262084961, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.80000305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
57,"Intersection de salles S11 - S12 , toilettes, S9 et S10",E2,C,NORD,2026-04-08,464,15,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.7272720336914, -100.0, -100.0, -100.0, -88.34146118164062, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.4000015258789, -100.0, -100.0, -100.0, -72.25, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.5, -100.0, -100.0, -100.0, -100.0, -89.54285430908203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -57.20454406738281, -100.0, -81.69767761230469, -85.40908813476562, -100.0, -100.0, -100.0, -100.0, -79.16666412353516, -79.54545593261719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.9000015258789, -100.0, -93.0, -100.0, -100.0, -100.0, -96.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
58,"Près de la chambre S7 , S8 et surveillante",E2,C,NORD,2026-04-08,392,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -73.125, -100.0, -100.0, -100.0, -93.44444274902344, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -75.94999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.90908813476562, -100.0, -100.0, -100.0, -97.0, -94.15789794921875, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -62.92499923706055, -100.0, -82.7750015258789, -85.12820434570312, -100.0, -100.0, -100.0, -100.0, -85.56410217285156, -70.42500305175781, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.75, -100.0, -100.0, -100.0, -100.0, -100.0, -94.55999755859375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.9565200805664, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
59,Près de la chambre S5 et S6 ,E2,C,NORD,2026-04-08,364,13,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -68.74359130859375, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.87179565429688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5999984741211, -100.0, -100.0, -100.0, -100.0, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -79.15384674072266, -100.0, -82.05128479003906, -82.0526351928711, -100.0, -100.0, -100.0, -100.0, -86.0810775756836, -71.28205108642578, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.4375, -100.0, -100.0, -100.0, -100.0, -100.0, -95.03448486328125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
60,Dans prépa soins,E2,C,NORD,2026-04-08,316,14,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -80.93022918701172, -100.0, -100.0, -100.0, -96.25, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.13953399658203, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.83333587646484, -100.0, -100.0, -100.0, -98.0, -96.33333587646484, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.43181610107422, -100.0, -85.71428680419922, -90.6451644897461, -100.0, -100.0, -100.0, -100.0, -90.4749984741211, -63.75, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5999984741211, -100.0, -100.0, -100.0, -100.0, -100.0, -94.19999694824219, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.66666412353516, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
61,Entre vidoir et bureau anesthésiste,E2,C,NORD,2026-04-08,314,12,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -69.42105102539062, -100.0, -100.0, -100.0, -96.5, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.72972869873047, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.5, -100.0, -100.0, -100.0, -100.0, -95.75, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -76.81578826904297, -100.0, -92.5, -85.02702331542969, -100.0, -100.0, -100.0, -100.0, -88.88571166992188, -71.7368392944336, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -86.5142822265625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]"
62,"Près de HDJ salle 2 , ascenceurs privés et toilettes",E4,B,NORD,2026-04-10,10477,25,"[-91.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.0, -100.0, -100.0, -95.14503479003906, -100.0, -96.33333587646484, -100.0, -100.0, -77.0, -84.36083221435547, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.49652099609375, -100.0, -88.0, -100.0, -100.0, -100.0, -100.0, -85.25949096679688, -100.0, -100.0, -100.0, -100.0, -97.03199768066406, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.92144775390625, -100.0, -100.0, -100.0, -75.18461608886719, -84.08349609375, -93.0, -100.0, -77.54010009765625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.25, -100.0, -100.0, -100.0, -97.43589782714844, -100.0, -86.76016235351562, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -97.33333587646484, -100.0, -83.0, -100.0, -100.0, -100.0, -100.0, -100.0, -90.5, -100.0, -100.0, -100.0, -100.0, -100.0, -91.41960144042969, -78.0, -100.0, -70.02898406982422]"
63,"Coté terrace RDC , près de la zone désaffectée interdite",E4,A,NORD,2026-04-10,8292,19,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.29486846923828, -100.0, -100.0, -100.0, -100.0, -100.0, -94.53333282470703, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -83.7481689453125, -100.0, -93.7659912109375, -100.0, -100.0, -100.0, -74.63093566894531, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.27873229980469, -100.0, -97.5, -100.0, -100.0, -86.25682830810547, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -95.78028106689453, -100.0, -100.0, -100.0, -92.77737426757812, -61.40925598144531, -100.0, -100.0, -92.2530517578125, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.38571166992188, -100.0, -100.0, -100.0, -100.0, -100.0, -96.56122589111328, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -99.33333587646484, -100.0, -91.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.23931884765625, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -91.0, -100.0, -100.0, -85.64390563964844]"
64,dans le stock local,E4,A,NORD,2026-04-10,7513,16,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.99776458740234, -100.0, -100.0, -100.0, -100.0, -100.0, -97.77777862548828, -95.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.20922088623047, -100.0, -97.0, -100.0, -100.0, -100.0, -100.0, -93.13551330566406, -100.0, -100.0, -100.0, -100.0, -92.40843200683594, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.57142639160156, -97.0, -100.0, -100.0, -81.51502227783203, -77.54724884033203, -100.0, -100.0, -92.94535827636719, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.23919677734375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.63448333740234, -100.0, -100.0, -73.71651458740234]"
65,Près des ascenceurs publique et escalier 1,E4,B,NORD,2026-04-10,9310,20,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -87.5, -100.0, -100.0, -92.13957214355469, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.43181610107422, -100.0, -100.0, -94.5058822631836, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -92.35250091552734, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -71.22750854492188, -100.0, -100.0, -100.0, -100.0, -95.7796630859375, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -77.9048843383789, -93.61566925048828, -100.0, -100.0, -85.36458587646484, -83.0545425415039, -100.0, -100.0, -78.17308044433594, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -82.40026092529297, -100.0, -100.0, -100.0, -95.78378295898438, -100.0, -81.51132202148438, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -88.62570190429688, -100.0, -100.0, -92.0, -100.0, -100.0, -100.0, -100.0, -100.0, -96.29166412353516, -100.0, -100.0, -100.0, -100.0, -97.06666564941406, -100.0, -100.0, -80.5651626586914]"
66,"Près de UMC4 chambre 452,chambre 426P-426F (STOCK),chambre 427P-427F(salon des familles)",E4,B,NORD,2026-04-10,67584,18,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.53624725341797, -100.0, -100.0, -100.0, -96.86573791503906, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -89.80183410644531, -100.0, -100.0, -95.56588745117188, -100.0, -100.0, -100.0, -100.0, -97.0, -97.24922180175781, -95.40686798095703, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -62.60979461669922, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -66.68574523925781, -89.50184631347656, -100.0, -100.0, -97.28125, -90.56397247314453, -100.0, -100.0, -94.84786224365234, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -85.0508804321289, -100.0, -100.0, -100.0, -100.0, -100.0, -77.41671752929688, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -78.09835815429688, -100.0, -100.0, -92.03993225097656, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -94.37406921386719]"
